log message,log key,parameter value vector
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[16713, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 09:20:24 connection from 210.118.170.95 (0) at Sat Jun 25 09:20:24 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '210.118.170.95', '0', 'Sat Jun 25 09', '20', '24 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[36306, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:30 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:30 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '30 2005']"
Jun 25 19:25:31 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[1, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '31 2005']"
Jun 25 19:25:31 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '31 2005']"
Jun 25 19:25:31 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:31 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '31 2005']"
Jun 25 19:25:34 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:34 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[3, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '34 2005']"
Jun 26 04:04:17 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[31123, 'cyrus', '0']"
Jun 26 04:04:17 session closed for user cyrus,session closed for user <*>,"[0, 'cyrus']"
Jun 26 04:04:19 cupsd shutdown succeeded,cupsd shutdown succeeded,[2]
Jun 26 04:04:24 cupsd startup succeeded,cupsd startup succeeded,[5]
Jun 26 04:04:31 restart.,restart.,[7]
Jun 26 04:04:31 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[0]
Jun 26 04:10:02 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[331, 'news', '0']"
Jun 26 04:10:04 session closed for user news,session closed for user <*>,"[2, 'news']"
Jun 27 04:02:47 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[85963, 'cyrus', '0']"
Jun 27 04:02:48 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jun 27 04:02:49 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[1]
Jun 27 04:08:56 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[367, 'news', '0']"
Jun 27 04:08:57 session closed for user news,session closed for user <*>,"[1, 'news']"
Jun 27 08:05:37 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[14200, 'troi.bluesky-technologies.com']"
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[2, 'troi.bluesky-technologies.com']"
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'troi.bluesky-technologies.com']"
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'troi.bluesky-technologies.com']"
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'troi.bluesky-technologies.com']"
Jun 28 04:03:15 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[71856, 'cyrus', '0']"
Jun 28 04:03:16 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jun 28 04:03:17 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[1]
Jun 28 04:09:00 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[343, 'news', '0']"
Jun 28 04:09:01 session closed for user news,session closed for user <*>,"[1, 'news']"
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[14483, '61.53.154.93']"
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '61.53.154.93']"
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '61.53.154.93']"
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '61.53.154.93']"
Jun 28 08:10:25 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '61.53.154.93']"
Jun 28 08:10:26 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '61.53.154.93']"
Jun 28 08:10:28 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[2, '61.53.154.93']"
Jun 28 08:10:29 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '61.53.154.93']"
Jun 28 08:10:30 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '61.53.154.93']"
Jun 28 20:58:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[46096, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:47 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:50 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[3, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:52 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[2, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:53 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:53 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[2, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '62-192-102-94.dsl.easynet.nl']"
Jun 28 20:58:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, '62-192-102-94.dsl.easynet.nl']"
Jun 28 21:42:46 check pass; user unknown,check pass; user unknown,[2631]
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '211.115.206.155']"
Jun 28 21:42:46 check pass; user unknown,check pass; user unknown,[0]
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '211.115.206.155']"
Jun 28 21:42:46 check pass; user unknown,check pass; user unknown,[0]
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '211.115.206.155']"
Jun 28 21:42:46 check pass; user unknown,check pass; user unknown,[0]
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '211.115.206.155']"
Jun 28 21:42:46 check pass; user unknown,check pass; user unknown,[0]
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>,"[0, '211.115.206.155']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[20376, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']"
Jun 29 03:22:23 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:23 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[1, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '23 2005']"
Jun 29 04:03:10 session opened for user cyrus by (uid=0),session opened for user <*> by (uid=<*>),"[2447, 'cyrus', '0']"
Jun 29 04:03:11 session closed for user cyrus,session closed for user <*>,"[1, 'cyrus']"
Jun 29 04:03:12 ALERT exited abnormally with [1],ALERT exited abnormally with [1],[1]
Jun 29 04:09:29 session opened for user news by (uid=0),session opened for user <*> by (uid=<*>),"[377, 'news', '0']"
Jun 29 04:09:30 session closed for user news,session closed for user <*>,"[1, 'news']"
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[21529, 'csnsu.nsuok.edu']"
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:08:20 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[1, 'csnsu.nsuok.edu']"
Jun 29 10:08:20 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:08:20 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=<*>  user=root,"[0, 'csnsu.nsuok.edu']"
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[2381, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']"
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']"
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']"
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']"
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']"
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']"
Jun 29 10:48:05 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:05 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[4, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '05 2005']"
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']"
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']"
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']"
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']"
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']"
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']"
Jun 29 10:48:10 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:10 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '10 2005']"
Jun 29 10:48:12 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '12 2005']"
Jun 29 10:48:12 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:12 2005,connection from <*> (<*>) at <*>:<*>:<*>,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '12 2005']"
