E103,E85,E114,E88,E58,E44,E107,E101,E93,E27,E110,E52,E13,E90,E65,E108,E1,E35,E76,E39,E54,E84,E82,E98,E63,E29,E66,E48,E112,E94,E9,E4,E89,E38,E41,E31,E2,E51,E28,E111,E24,E5,E100,E30,E68,E109,E25,E61,E33,E20,E106,E49,E70,E113,E78,E77,E86,E56,E102,E8,E50,E79,E32,E6,E55,E11,E45,E95,E60,E10,E104,E46,E47,E81,E43,E74,E64,E72,E83,E19,E15,E34,E17,E116,E7,E0,E73,E117,E67,E97,E14,E91,E99,E59,E22,E53,E18,E42,E36,E115,E105,E37,E71,E69,E62,E3,E21,E75,E23,E96,E26,E92,E87,E12,E57,E16,E80,E40
,,,"0,[134],[248],[123],[92],[215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[150]",,,,,,,,,,,,,,,,,,,,,"0,[50],[70]",,,,,,,,,,,,31147,,,,,,,,,,,"0,[144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[50]",,,,
,,,"0,[134],[248],[123],[92],[215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"0,[50],[70]",,,,,,,,,,,,3,,,,,,,,,,,"0,[144]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[50]",,,,
,,,"0,[134],[248],[123],[92],[215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"1,[50],[70]",,,,,,,,,,,,0,,,,,,,,,,,"5012,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[50]",,,,
,,,"0,[134],[248],[123],[92],[215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"0,[50],[70]",,,,,,,,,,,,0,,,,,,,,,,,"2,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[50]",,,,
,,,"16713,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"0,[50],[70]",,,,,,,,,,,,0,,,,,,,,,,,"2,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[50]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"17669,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"2,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"175,[200]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"467,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[209]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"28167,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"2,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[80]",,,,,,,,,,,,,,,,,,,,,"346,[122],[248]",,,,,,,,,,,,339,,,,,,,,,,,"1,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"556,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"1,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"361,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"1004,[209],[248]",,,,,,,,,,,,10,,,,,,,,,,,"2,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[122]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"332,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"36317,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"1,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"367,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"4,[37]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"78899,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"22459,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"356,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"47507,[50],[70]",,,,,,,,,,,,0,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[122]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[140]",,,,,,,,,,,,,,,,,,,,,"0,[50],[70]",,,,,,,,,,,,34018,,,,,,,,,,,"1,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[50]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[81]",,,,,,,,,,,,,,,,,,,,,"0,[50],[70]",,,,,,,,,,,,0,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[50]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[81]",,,,,,,,,,,,,,,,,,,,,"38755,[209],[248]",,,,,,,,,,,,5,,,,,,,,,,,"2,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[50]",,,,
,,,"0,[49],[248],[171],[79],[107]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[81]",,,,,,,,,,,,,,,,,,,,,"373,[122],[248]",,,,,,,,,,,,3,,,,,,,,,,,"1,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"36306,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[81]",,,,,,,,,,,,,,,,,,,,,"10872,[209],[248]",,,,,,,,,,,,1,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[81]",,,,,,,,,,,,,,,,,,,,,"342,[122],[248]",,,,,,,,,,,,22184,,,,,,,,,,,"1,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[209]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[76]",,,,,,,,,,,,,,,,,,,,,"15888,[209],[248]",,,,,,,,,,,,2,,,,,,,,,,,"2,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[76]",,,,,,,,,,,,,,,,,,,,,"385,[122],[248]",,,,,,,,,,,,1,,,,,,,,,,,"4390,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[76]",,,,,,,,,,,,,,,,,,,,,"96,[209],[248]",,,,,,,,,,,,1,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[76]",,,,,,,,,,,,,,,,,,,,,"334,[122],[248]",,,,,,,,,,,,26675,,,,,,,,,,,"9,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"2195,[209],[248]",,,,,,,,,,,,67915,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"364,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"4,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[209]",,,,
,,,"0,[25],[248],[6],[275],[145]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"18136,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"7495,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"1,[25],[248],[6],[275],[132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"343,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[25],[248],[6],[275],[132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"73761,[209],[248]",,,,,,,,,,,,1,,,,,,,,,,,"2,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[25],[248],[6],[275],[132]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"383,[122],[248]",,,,,,,,,,,,1,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"3,[25],[248],[6],[275],[233]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"9636,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"20376,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"327,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"1,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"46156,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[122]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[53]",,,,,,,,,,,,,,,,,,,,,"447,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"1,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[95]",,,,,,,,,,,,,,,,,,,,,"31225,[209],[248]",,,,,,,,,,,,69972,,,,,,,,,,,"0,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[122]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[95]",,,,,,,,,,,,,,,,,,,,,"336,[122],[248]",,,,,,,,,,,,0,,,,,,,,,,,"3,[311]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[95]",,,,,,,,,,,,,,,,,,,,,"6116,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"6117,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[122]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[95]",,,,,,,,,,,,,,,,,,,,,"795,[122],[248]",,,,,,,,,,,,6,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[209]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[95]",,,,,,,,,,,,,,,,,,,,,"51443,[209],[248]",,,,,,,,,,,,0,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"332,[122],[248]",,,,,,,,,,,,,,,,,,,,,,,"1,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"16873,[209],[248]",,,,,,,,,,,,,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"359,[122],[248]",,,,,,,,,,,,,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"76315,[209],[248]",,,,,,,,,,,,,,,,,,,,,,,"1,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[122]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"330,[122],[248]",,,,,,,,,,,,,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[209]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[122]",,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[101]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"19460,[42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,[42]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"22984,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[181],[248],[146],[84],[58]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"1,[181],[248],[146],[84],[151]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2381,[111],[248],[289],[12],[221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[221]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"4,[111],[248],[289],[12],[83]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"1,[111],[248],[289],[12],[288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[24]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"45008,[309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[288]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[111],[248],[289],[12],[293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[293]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[309]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[111],[248],[289],[12],[3]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"23661,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[111],[248],[289],[12],[217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[217]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"1,[111],[248],[289],[12],[41]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[111],[248],[289],[12],[294]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[111],[248],[289],[12],[114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[111],[248],[289],[12],[114]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"1,[111],[248],[289],[12],[215]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"2,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"2,[111],[248],[289],[12],[133]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"1,[111],[248],[289],[12],[286]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[239]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"9145,[47],[248],[35],[57],[85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"9861,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[47],[248],[35],[57],[85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[47],[248],[35],[57],[85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[47],[248],[35],[57],[85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"0,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[47],[248],[35],[57],[85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[47],[248],[35],[57],[85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,"0,[47],[248],[35],[57],[85]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,[313]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
