log message,log key,parameter value vector,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,208625575,0,WedJun2910,48,012005,,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,208625575,0,WedJun2910,48,012005,,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,208625575,0,WedJun2910,48,012005,,,,,,,,,,
Jun 29 10:48:05 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:05 2005,E88,"[4, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '05 2005']",4,208625575,0,WedJun2910,48,052005,,,,,,,,,,
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,E88,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']",1,208625575,0,WedJun2910,48,062005,,,,,,,,,,
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']",0,208625575,0,WedJun2910,48,062005,,,,,,,,,,
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']",0,208625575,0,WedJun2910,48,062005,,,,,,,,,,
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,E88,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']",2,208625575,0,WedJun2910,48,082005,,,,,,,,,,
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']",0,208625575,0,WedJun2910,48,082005,,,,,,,,,,
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']",0,208625575,0,WedJun2910,48,082005,,,,,,,,,,
Jun 29 10:48:10 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:10 2005,E88,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '10 2005']",2,208625575,0,WedJun2910,48,102005,,,,,,,,,,
Jun 29 10:48:12 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:12 2005,E88,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '12 2005']",2,208625575,0,WedJun2910,48,122005,,,,,,,,,,
Jun 29 10:48:12 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:12 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '12 2005']",0,208625575,0,WedJun2910,48,122005,,,,,,,,,,
Jun 29 10:48:13 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:13 2005,E88,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '13 2005']",1,208625575,0,WedJun2910,48,132005,,,,,,,,,,
Jun 29 10:48:15 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:15 2005,E88,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '15 2005']",2,208625575,0,WedJun2910,48,152005,,,,,,,,,,
Jun 29 10:48:17 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:17 2005,E88,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '17 2005']",2,208625575,0,WedJun2910,48,172005,,,,,,,,,,
Jun 29 10:48:17 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:17 2005,E88,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '17 2005']",0,208625575,0,WedJun2910,48,172005,,,,,,,,,,
Jun 29 10:48:18 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:18 2005,E88,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '18 2005']",1,208625575,0,WedJun2910,48,182005,,,,,,,,,,
Jun 29 10:48:20 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:20 2005,E88,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '20 2005']",2,208625575,0,WedJun2910,48,202005,,,,,,,,,,
Jun 29 10:48:21 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:21 2005,E88,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '21 2005']",1,208625575,0,WedJun2910,48,212005,,,,,,,,,,
Jun 29 12:11:53 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[5012, 'h64-187-1-131.gtconnect.net']",5012,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:11:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[2, 'h64-187-1-131.gtconnect.net']",2,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:11:57 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[2, 'h64-187-1-131.gtconnect.net']",2,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:11:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[2, 'h64-187-1-131.gtconnect.net']",2,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:11:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[0, 'h64-187-1-131.gtconnect.net']",0,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:01 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[2, 'h64-187-1-131.gtconnect.net']",2,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:02 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[1, 'h64-187-1-131.gtconnect.net']",1,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:03 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[1, 'h64-187-1-131.gtconnect.net']",1,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:03 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[0, 'h64-187-1-131.gtconnect.net']",0,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:05 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[2, 'h64-187-1-131.gtconnect.net']",2,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:05 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[0, 'h64-187-1-131.gtconnect.net']",0,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:06 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[1, 'h64-187-1-131.gtconnect.net']",1,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 12:12:10 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E19,"[4, 'h64-187-1-131.gtconnect.net']",4,h641871131gtconnectnet,,,,,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E88,"[9145, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",9145,21022397117,0,WedJun2914,44,352005,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E88,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,21022397117,0,WedJun2914,44,352005,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E88,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,21022397117,0,WedJun2914,44,352005,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E88,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,21022397117,0,WedJun2914,44,352005,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E88,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,21022397117,0,WedJun2914,44,352005,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E88,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,21022397117,0,WedJun2914,44,352005,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E88,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,21022397117,0,WedJun2914,44,352005,,,,,,,,,,
Jun 30 04:03:41 session opened for user cyrus by (uid=0),E86,"[47946, 'cyrus', '0']",47946,cyrus,0,,,,,,,,,,,,,
Jun 30 04:03:42 session closed for user cyrus,E12,"[1, 'cyrus']",1,cyrus,,,,,,,,,,,,,,
Jun 30 04:03:43 ALERT exited abnormally with [1],E101,[1],1,,,,,,,,,,,,,,,
Jun 30 04:09:30 session opened for user news by (uid=0),E86,"[347, 'news', '0']",347,news,0,,,,,,,,,,,,,
Jun 30 04:09:31 session closed for user news,E12,"[1, 'news']",1,news,,,,,,,,,,,,,,
Jun 30 12:48:38 check pass; user unknown,E60,[31147],31147,,,,,,,,,,,,,,,
Jun 30 12:48:38 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E60,[3],3,,,,,,,,,,,,,,,
Jun 30 12:48:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 30 12:48:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 30 12:48:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 30 12:48:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 30 12:48:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 30 12:48:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jun 30 12:48:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E31,"[0, 'biblioteka.wsi.edu.pl']",0,bibliotekawsiedupl,,,,,,,,,,,,,,
Jun 30 19:03:00 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[22459, '60.30.224.116']",22459,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:00 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:00 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:01 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[1, '60.30.224.116']",1,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:01 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:03 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[2, '60.30.224.116']",2,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:04 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[1, '60.30.224.116']",1,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:04 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:05 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[1, '60.30.224.116']",1,6030224116,,,,,,,,,,,,,,
Jun 30 19:03:07 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[2, '60.30.224.116']",2,6030224116,,,,,,,,,,,,,,
Jun 30 20:16:17 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[4390, '195.129.24.210']",4390,19512924210,,,,,,,,,,,,,,
Jun 30 20:16:17 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,19512924210,,,,,,,,,,,,,,
Jun 30 20:16:26 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[9, '195.129.24.210']",9,19512924210,,,,,,,,,,,,,,
Jun 30 20:16:26 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,19512924210,,,,,,,,,,,,,,
Jun 30 20:16:30 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[4, '195.129.24.210']",4,19512924210,,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[2194, '163.27.187.39', '163.27.187.39']",2194,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Permission denied in replay cache code,E73,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:04 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[2, '163.27.187.39', '163.27.187.39']",2,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Authentication failed from 163.27.187.39 (163.27.187.39): Software caused connection abort,E56,"[0, '163.27.187.39', '163.27.187.39']",0,1632718739,1632718739,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 20:53:06 Kerberos authentication failed,E117,[0],0,,,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[5006, 'test', '509']",5006,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:32 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jun 30 22:16:32 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:32 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:33 session closed for user test,E12,"[1, 'test']",1,test,,,,,,,,,,,,,,
Jun 30 22:16:33 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:33 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:33 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:33 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jun 30 22:16:33 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jul 1 00:21:28 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[7495, '60.30.224.116']",7495,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:28 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:30 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[2, '60.30.224.116']",2,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:30 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:30 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[1, '60.30.224.116']",1,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:31 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:32 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[1, '60.30.224.116']",1,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:32 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[0, '60.30.224.116']",0,6030224116,,,,,,,,,,,,,,
Jul 1 00:21:35 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[3, '60.30.224.116']",3,6030224116,,,,,,,,,,,,,,
Jul 1 04:05:17 session opened for user cyrus by (uid=0),E86,"[13422, 'cyrus', '0']",13422,cyrus,0,,,,,,,,,,,,,
Jul 1 04:05:18 session closed for user cyrus,E12,"[1, 'cyrus']",1,cyrus,,,,,,,,,,,,,,
Jul 1 04:05:19 ALERT exited abnormally with [1],E101,[1],1,,,,,,,,,,,,,,,
Jul 1 04:11:35 session opened for user news by (uid=0),E86,"[376, 'news', '0']",376,news,0,,,,,,,,,,,,,
Jul 1 04:11:36 session closed for user news,E12,"[1, 'news']",1,news,,,,,,,,,,,,,,
Jul 1 05:02:26 session opened for user test by (uid=509),E86,"[3050, 'test', '509']",3050,test,509,,,,,,,,,,,,,
Jul 1 05:02:26 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jul 1 05:02:26 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jul 1 05:02:26 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jul 1 05:02:26 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,test,509,,,,,,,,,,,,,
Jul 1 05:02:26 session closed for user test,E12,"[0, 'test']",0,test,,,,,,,,,,,,,,
Jul 1 05:02:27 session opened for user test by (uid=509),E86,"[1, 'test', '509']",1,test,509,,,,,,,,,,,,,
