E25,E0,E13,E4,E7,E1,E8,E11,E15,E3,E6,E5,E16,E22,E21,E12,E23,E17,E10,E18,E19,E9,E20,E2,E24,E14
,"20376,[73],[32],[165],[175],[111],[13, 16, 16]",1,,"44697,[1, 151],[47, 149]","38755,[152],[45, 32]",,,"1,[152]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 151],[47, 149]","373,[172],[45, 32]",,,"1,[172]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",4422,,"0,[1, 151],[47, 149]","10872,[152],[45, 32]",,,"0,[152]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",1874,,"0,[1, 151],[47, 149]","342,[172],[45, 32]",,,"1,[172]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 151],[47, 149]","15888,[152],[45, 32]",,,"1,[152]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"1,[1, 151],[47, 149]","385,[172],[45, 32]",,,"1,[172]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 151],[47, 149]","96,[152],[45, 32]",,,"1,[152]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",2,,"0,[1, 151],[47, 149]","334,[172],[45, 32]",,,"1,[172]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 151],[47, 149]","2195,[152],[45, 32]",,,"0,[152]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"2,[1, 151],[47, 149]","364,[172],[45, 32]",,,"1,[172]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"69414,[1, 83],[47, 57]","18136,[152],[45, 32]",,,"1,[152]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 83],[47, 57]","343,[172],[45, 32]",,,"1,[172]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"1,[1, 83],[47, 57]","73761,[152],[45, 32]",,,"1,[152]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",2631,,"0,[1, 83],[47, 57]","383,[172],[45, 32]",,,"1,[172]",,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 83],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 83],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"1,[1, 83],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 83],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",31147,,"0,[1, 83],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",3,,"14200,[1, 160],[47, 57]",,,,,,,,,,,,,"0,[170],[99],[71],[131],[5, 40, 28]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"2,[1, 160],[47, 57]",,,,,,,,,,,,,"47444,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[73],[32],[165],[175],[111],[13, 16, 16]",0,,"0,[1, 160],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"1,[73],[32],[165],[175],[111],[13, 16, 8]",0,,"0,[1, 160],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"2381,[193],[32],[165],[175],[111],[5, 7, 36]",0,,"0,[1, 160],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 36]",0,,"14483,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 36]",0,,"0,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 36]",339,,"0,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 36]",0,,"0,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 36]",0,,"1,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"4,[193],[32],[165],[175],[111],[5, 7, 40]",10,,"1,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"1,[193],[32],[165],[175],[111],[5, 7, 15]",0,,"2,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 15]",0,,"1,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 15]",0,,"1,[1, 115],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"2,[193],[32],[165],[175],[111],[5, 7, 14]",0,,"46096,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 14]",0,,"0,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 14]",0,,"1,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"2,[193],[32],[165],[175],[111],[5, 7, 5]",34018,,"3,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"2,[193],[32],[165],[175],[111],[5, 7, 2]",0,,"2,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 2]",5,,"1,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"1,[193],[32],[165],[175],[111],[5, 7, 12]",3,,"0,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"2,[193],[32],[165],[175],[111],[5, 7, 21]",1,,"2,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"2,[193],[32],[165],[175],[111],[5, 7, 34]",22184,,"0,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"0,[193],[32],[165],[175],[111],[5, 7, 34]",2,,"0,[1, 110],[47, 57]",,,,,,,,,,,,,"0,[132],[162],[71],[131],[8, 11, 10]",,,,,,,,
,"1,[193],[32],[165],[175],[111],[5, 7, 17]",1,,"21529,[1, 161],[47, 57]",,,,,,,,,,,,,"11970,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"2,[193],[32],[165],[175],[111],[5, 7, 23]",1,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"1,[193],[32],[165],[175],[111],[5, 7, 20]",26675,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"9145,[122],[32],[165],[175],[111],[3, 18, 44]",67915,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[122],[32],[165],[175],[111],[3, 18, 44]",0,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[122],[32],[165],[175],[111],[3, 18, 44]",0,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[122],[32],[165],[175],[111],[3, 18, 44]",0,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[122],[32],[165],[175],[111],[3, 18, 44]",1,,"1,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[122],[32],[165],[175],[111],[3, 18, 44]",1,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[122],[32],[165],[175],[111],[3, 18, 44]",0,,"0,[1, 161],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"10503,[82],[32],[188],[130],[9, 29, 6]",0,,"5012,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",0,,"2,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",0,,"2,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"2,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"0,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"2,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"1,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"1,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"0,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"2,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"0,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"1,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"4,[1, 143],[47, 57]",,,,,,,,,,,,,"0,[117],[163],[150],[139],[2, 27, 18]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"22459,[1, 118],[47, 57]",,,,,,,,,,,,,"11945,[179],[181],[178],[128],[16, 37, 33]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 33]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 33]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"1,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 33]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 33]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"2,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 33]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"1,[1, 118],[47, 57]",,,,,,,,,,,,,"3,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"1,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[82],[32],[188],[130],[9, 29, 6]",,,"2,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"944,[174],[32],[112],[159],[12, 27, 20]",,,"4390,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"9,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"4,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"7495,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"2,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"1,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 20]",,,"1,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[179],[181],[178],[128],[16, 37, 16]",,,,,,,,
,"2,[174],[32],[112],[159],[12, 27, 8]",,,"0,[1, 118],[47, 57]",,,,,,,,,,,,,"11617,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"3,[1, 118],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"6117,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"1,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"1,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[174],[32],[112],[159],[12, 27, 8]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"49932,[94],[32],[84],[78],[17, 19, 113]",,,"1,[1, 90],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 24]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"0,[1, 90],[47, 57]",,,,,,,,,,,,,"10,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"19460,[1, 185],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"1,[1, 185],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"4,[1, 185],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"22984,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"0,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"1,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"2,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"0,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"1,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"2,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"0,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[68],[120],[59],[138],[5],[9, 24, 56]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"3,[1, 64],[47, 57]",,,,,,,,,,,,,"71545,[104],[166],[59],[138],[34],[26, 15, 39]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"2,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[26, 15, 39]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"1,[1, 64],[47, 57]",,,,,,,,,,,,,"7179,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"0,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"1,[1, 64],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"45008,[1, 164],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"1,[1, 164],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 113]",,,"0,[1, 164],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"1,[94],[32],[84],[78],[17, 19, 29]",,,"0,[1, 164],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[94],[32],[84],[78],[17, 19, 29]",,,"1,[1, 164],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"8093,[82],[32],[65],[154],[11, 69, 27]",,,"57767,[1, 155],[47, 55]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"1,[1, 155],[47, 55]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"0,[1, 155],[47, 55]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"0,[1, 155],[47, 55]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"23661,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"0,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 48]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"0,[1, 137],[47, 57]",,,,,,,,,,,,,"1,[104],[166],[59],[138],[34],[15, 12, 88]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"1,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 88]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"2,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 88]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"0,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 88]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"1,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 12, 88]",,,,,,,,
,"0,[82],[32],[65],[154],[11, 69, 27]",,,"2,[1, 137],[47, 57]",,,,,,,,,,,,,"58,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"23753,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 137],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"9861,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"0,[104],[166],[59],[138],[34],[15, 3, 85]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"0,[1, 66],[47, 57]",,,,,,,,,,,,,"6328,[176],[58],[59],[138],[34],[2, 6, 44]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"2,[176],[58],[59],[138],[34],[2, 6, 48]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"7,[1, 66],[47, 57]",,,,,,,,,,,,,"5,[176],[58],[59],[138],[34],[2, 6, 43]",,,,,,,,
,"0,[171],[32],[65],[154],[8, 10, 42]",,,"1,[1, 66],[47, 57]",,,,,,,,,,,,,"1,[176],[58],[59],[138],[34],[2, 6, 41]",,,,,,,,
