log message,log key,parameter value vector,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
Jul 1 00:21:35 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=60.30.224.116  user=root,E19,"[3, '60.30.224.116']",3,[311],,,,,,,,,,,,,,
Jul 1 04:05:17 session opened for user cyrus by (uid=0),E86,"[13422, 'cyrus', '0']",13422,[209],[248],,,,,,,,,,,,,
Jul 1 04:05:18 session closed for user cyrus,E12,"[1, 'cyrus']",1,[209],,,,,,,,,,,,,,
Jul 1 04:05:19 ALERT exited abnormally with [1],E101,[1],1,,,,,,,,,,,,,,,
Jul 1 04:11:35 session opened for user news by (uid=0),E86,"[376, 'news', '0']",376,[122],[248],,,,,,,,,,,,,
Jul 1 04:11:36 session closed for user news,E12,"[1, 'news']",1,[122],,,,,,,,,,,,,,
Jul 1 05:02:26 session opened for user test by (uid=509),E86,"[3050, 'test', '509']",3050,[50],[70],,,,,,,,,,,,,
Jul 1 05:02:26 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 1 05:02:26 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 1 05:02:26 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 1 05:02:26 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 1 05:02:26 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 1 05:02:27 session opened for user test by (uid=509),E86,"[1, 'test', '509']",1,[50],[70],,,,,,,,,,,,,
Jul 1 05:02:27 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[10503, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",10503,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 07:57:30 connection from 202.82.200.188 (0) at Fri Jul  1 07:57:30 2005,E88,"[0, '202.82.200.188', '0', 'Fri Jul  1 07', '57', '30 2005']",0,[38],[248],[224],[26],[145],,,,,,,,,,
Jul 1 09:14:43 session opened for user test by (uid=509),E86,"[4633, 'test', '509']",4633,[50],[70],,,,,,,,,,,,,
Jul 1 09:14:43 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 1 09:14:43 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 1 09:14:43 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 1 09:14:44 session closed for user test,E12,"[1, 'test']",1,[50],,,,,,,,,,,,,,
Jul 1 09:14:44 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 1 09:14:44 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 1 09:14:44 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 1 10:56:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[6117, '195.129.24.210']",6117,[101],,,,,,,,,,,,,,
Jul 1 10:56:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,[101],,,,,,,,,,,,,,
Jul 1 10:56:41 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,[101],,,,,,,,,,,,,,
Jul 1 10:56:42 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[1, '195.129.24.210']",1,[101],,,,,,,,,,,,,,
Jul 1 10:56:42 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,[101],,,,,,,,,,,,,,
Jul 1 10:56:42 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,[101],,,,,,,,,,,,,,
Jul 1 10:56:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[1, '195.129.24.210']",1,[101],,,,,,,,,,,,,,
Jul 1 10:56:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,[101],,,,,,,,,,,,,,
Jul 1 10:56:44 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[1, '195.129.24.210']",1,[101],,,,,,,,,,,,,,
Jul 1 10:56:44 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=195.129.24.210  user=root,E19,"[0, '195.129.24.210']",0,[101],,,,,,,,,,,,,,
Jul 2 01:41:32 session opened for user test by (uid=509),E86,"[53088, 'test', '509']",53088,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:32 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:32 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 01:41:32 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 01:41:32 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 01:41:32 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 01:41:33 session opened for user test by (uid=509),E86,"[1, 'test', '509']",1,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:33 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 01:41:33 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:33 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:33 session opened for user test by (uid=509),E86,"[0, 'test', '509']",0,[50],[70],,,,,,,,,,,,,
Jul 2 01:41:33 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 01:41:33 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 01:41:33 session closed for user test,E12,"[0, 'test']",0,[50],,,,,,,,,,,,,,
Jul 2 04:04:02 session opened for user cyrus by (uid=0),E86,"[8549, 'cyrus', '0']",8549,[209],[248],,,,,,,,,,,,,
Jul 2 04:04:02 session closed for user cyrus,E12,"[0, 'cyrus']",0,[209],,,,,,,,,,,,,,
Jul 2 04:04:03 ALERT exited abnormally with [1],E101,[1],1,,,,,,,,,,,,,,,
Jul 2 04:09:53 session opened for user news by (uid=0),E86,"[350, 'news', '0']",350,[122],[248],,,,,,,,,,,,,
Jul 2 04:09:54 session closed for user news,E12,"[1, 'news']",1,[122],,,,,,,,,,,,,,
Jul 2 04:15:33 check pass; user unknown,E60,[339],339,,,,,,,,,,,,,,,
Jul 2 04:15:33 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:33 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:33 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:33 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:33 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:43 check pass; user unknown,E60,[10],10,,,,,,,,,,,,,,,
Jul 2 04:15:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:43 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:43 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:43 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:43 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:43 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 2 04:15:43 check pass; user unknown,E60,[0],0,,,,,,,,,,,,,,,
Jul 2 04:15:43 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=zummit.com,E31,"[0, 'zummit.com']",0,[140],,,,,,,,,,,,,,
Jul 3 04:07:47 session opened for user cyrus by (uid=0),E86,"[85924, 'cyrus', '0']",85924,[209],[248],,,,,,,,,,,,,
Jul 3 04:07:48 session closed for user cyrus,E12,"[1, 'cyrus']",1,[209],,,,,,,,,,,,,,
Jul 3 04:07:49 cupsd shutdown succeeded,E38,[1],1,,,,,,,,,,,,,,,
Jul 3 04:07:55 cupsd startup succeeded,E91,[6],6,,,,,,,,,,,,,,,
Jul 3 04:08:03 restart.,E114,[8],8,,,,,,,,,,,,,,,
Jul 3 04:08:03 ALERT exited abnormally with [1],E101,[0],0,,,,,,,,,,,,,,,
Jul 3 04:14:00 session opened for user news by (uid=0),E86,"[357, 'news', '0']",357,[122],[248],,,,,,,,,,,,,
Jul 3 04:14:01 session closed for user news,E12,"[1, 'news']",1,[122],,,,,,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[21084, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",21084,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 10:05:25 connection from 203.101.45.59 (dsl-Chn-static-059.45.101.203.touchtelindia.net) at Sun Jul  3 10:05:25 2005,E88,"[0, '203.101.45.59', 'dsl-Chn-static-059.45.101.203.touchtelindia.net', 'Sun Jul  3 10', '05', '25 2005']",0,[18],[298],[219],[305],[287],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[47444, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",47444,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
Jul 3 23:16:09 connection from 62.99.164.82 (62.99.164.82.sh.interxion.inode.at) at Sun Jul  3 23:16:09 2005,E88,"[0, '62.99.164.82', '62.99.164.82.sh.interxion.inode.at', 'Sun Jul  3 23', '16', '09 2005']",0,[187],[152],[14],[186],[285],,,,,,,,,,
