log message,log key,parameter value vector,value0,value1,value2,value3,value4,value5,value6,value7,value8,value9,value10,value11,value12,value13,value14,value15
Jun 25 19:25:31 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:31 2005,E117,"[0, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '31 2005']",0,[103],[5],[142],[102],[269],,,,,,,,,,
Jun 25 19:25:34 connection from 211.167.68.59 (0) at Sat Jun 25 19:25:34 2005,E117,"[3, '211.167.68.59', '0', 'Sat Jun 25 19', '25', '34 2005']",3,[103],[5],[142],[102],[104],,,,,,,,,,
Jun 26 04:04:17 session opened for user cyrus by (uid=0),E101,"[31123, 'cyrus', '0']",31123,[106],[5],,,,,,,,,,,,,
Jun 26 04:04:17 session closed for user cyrus,E33,"[0, 'cyrus']",0,[106],,,,,,,,,,,,,,
Jun 26 04:04:19 cupsd shutdown succeeded,E53,[2],2,,,,,,,,,,,,,,,
Jun 26 04:04:24 cupsd startup succeeded,E103,[5],5,,,,,,,,,,,,,,,
Jun 26 04:04:31 restart.,E102,[7],7,,,,,,,,,,,,,,,
Jun 26 04:04:31 ALERT exited abnormally with [1],E97,[0],0,,,,,,,,,,,,,,,
Jun 26 04:10:02 session opened for user news by (uid=0),E101,"[331, 'news', '0']",331,[75],[5],,,,,,,,,,,,,
Jun 26 04:10:04 session closed for user news,E33,"[2, 'news']",2,[75],,,,,,,,,,,,,,
Jun 27 04:02:47 session opened for user cyrus by (uid=0),E101,"[85963, 'cyrus', '0']",85963,[106],[5],,,,,,,,,,,,,
Jun 27 04:02:48 session closed for user cyrus,E33,"[1, 'cyrus']",1,[106],,,,,,,,,,,,,,
Jun 27 04:02:49 ALERT exited abnormally with [1],E97,[1],1,,,,,,,,,,,,,,,
Jun 27 04:08:56 session opened for user news by (uid=0),E101,"[367, 'news', '0']",367,[75],[5],,,,,,,,,,,,,
Jun 27 04:08:57 session closed for user news,E33,"[1, 'news']",1,[75],,,,,,,,,,,,,,
Jun 27 08:05:37 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E107,"[14200, 'troi.bluesky-technologies.com']",14200,[107],,,,,,,,,,,,,,
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E107,"[2, 'troi.bluesky-technologies.com']",2,[107],,,,,,,,,,,,,,
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E107,"[0, 'troi.bluesky-technologies.com']",0,[107],,,,,,,,,,,,,,
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E107,"[0, 'troi.bluesky-technologies.com']",0,[107],,,,,,,,,,,,,,
Jun 27 08:05:39 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=troi.bluesky-technologies.com  user=root,E107,"[0, 'troi.bluesky-technologies.com']",0,[107],,,,,,,,,,,,,,
Jun 28 04:03:15 session opened for user cyrus by (uid=0),E101,"[71856, 'cyrus', '0']",71856,[106],[5],,,,,,,,,,,,,
Jun 28 04:03:16 session closed for user cyrus,E33,"[1, 'cyrus']",1,[106],,,,,,,,,,,,,,
Jun 28 04:03:17 ALERT exited abnormally with [1],E97,[1],1,,,,,,,,,,,,,,,
Jun 28 04:09:00 session opened for user news by (uid=0),E101,"[343, 'news', '0']",343,[75],[5],,,,,,,,,,,,,
Jun 28 04:09:01 session closed for user news,E33,"[1, 'news']",1,[75],,,,,,,,,,,,,,
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[14483, '61.53.154.93']",14483,[52],,,,,,,,,,,,,,
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[0, '61.53.154.93']",0,[52],,,,,,,,,,,,,,
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[0, '61.53.154.93']",0,[52],,,,,,,,,,,,,,
Jun 28 08:10:24 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[0, '61.53.154.93']",0,[52],,,,,,,,,,,,,,
Jun 28 08:10:25 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[1, '61.53.154.93']",1,[52],,,,,,,,,,,,,,
Jun 28 08:10:26 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[1, '61.53.154.93']",1,[52],,,,,,,,,,,,,,
Jun 28 08:10:28 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[2, '61.53.154.93']",2,[52],,,,,,,,,,,,,,
Jun 28 08:10:29 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[1, '61.53.154.93']",1,[52],,,,,,,,,,,,,,
Jun 28 08:10:30 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=61.53.154.93  user=root,E107,"[1, '61.53.154.93']",1,[52],,,,,,,,,,,,,,
Jun 28 20:58:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[46096, '62-192-102-94.dsl.easynet.nl']",46096,[123],,,,,,,,,,,,,,
Jun 28 20:58:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[0, '62-192-102-94.dsl.easynet.nl']",0,[123],,,,,,,,,,,,,,
Jun 28 20:58:47 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[1, '62-192-102-94.dsl.easynet.nl']",1,[123],,,,,,,,,,,,,,
Jun 28 20:58:50 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[3, '62-192-102-94.dsl.easynet.nl']",3,[123],,,,,,,,,,,,,,
Jun 28 20:58:52 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[2, '62-192-102-94.dsl.easynet.nl']",2,[123],,,,,,,,,,,,,,
Jun 28 20:58:53 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[1, '62-192-102-94.dsl.easynet.nl']",1,[123],,,,,,,,,,,,,,
Jun 28 20:58:53 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[0, '62-192-102-94.dsl.easynet.nl']",0,[123],,,,,,,,,,,,,,
Jun 28 20:58:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[2, '62-192-102-94.dsl.easynet.nl']",2,[123],,,,,,,,,,,,,,
Jun 28 20:58:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[0, '62-192-102-94.dsl.easynet.nl']",0,[123],,,,,,,,,,,,,,
Jun 28 20:58:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=62-192-102-94.dsl.easynet.nl  user=root,E107,"[0, '62-192-102-94.dsl.easynet.nl']",0,[123],,,,,,,,,,,,,,
Jun 28 21:42:46 check pass; user unknown,E116,[2631],2631,,,,,,,,,,,,,,,
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E17,"[0, '211.115.206.155']",0,[138],,,,,,,,,,,,,,
Jun 28 21:42:46 check pass; user unknown,E116,[0],0,,,,,,,,,,,,,,,
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E17,"[0, '211.115.206.155']",0,[138],,,,,,,,,,,,,,
Jun 28 21:42:46 check pass; user unknown,E116,[0],0,,,,,,,,,,,,,,,
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E17,"[0, '211.115.206.155']",0,[138],,,,,,,,,,,,,,
Jun 28 21:42:46 check pass; user unknown,E116,[0],0,,,,,,,,,,,,,,,
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E17,"[0, '211.115.206.155']",0,[138],,,,,,,,,,,,,,
Jun 28 21:42:46 check pass; user unknown,E116,[0],0,,,,,,,,,,,,,,,
Jun 28 21:42:46 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=211.115.206.155,E17,"[0, '211.115.206.155']",0,[138],,,,,,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[20376, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",20376,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:22 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:22 2005,E117,"[0, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '22 2005']",0,[192],[5],[58],[28],[217],,,,,,,,,,
Jun 29 03:22:23 connection from 61.74.96.178 (0) at Wed Jun 29 03:22:23 2005,E117,"[1, '61.74.96.178', '0', 'Wed Jun 29 03', '22', '23 2005']",1,[192],[5],[58],[28],[13],,,,,,,,,,
Jun 29 04:03:10 session opened for user cyrus by (uid=0),E101,"[2447, 'cyrus', '0']",2447,[106],[5],,,,,,,,,,,,,
Jun 29 04:03:11 session closed for user cyrus,E33,"[1, 'cyrus']",1,[106],,,,,,,,,,,,,,
Jun 29 04:03:12 ALERT exited abnormally with [1],E97,[1],1,,,,,,,,,,,,,,,
Jun 29 04:09:29 session opened for user news by (uid=0),E101,"[377, 'news', '0']",377,[75],[5],,,,,,,,,,,,,
Jun 29 04:09:30 session closed for user news,E33,"[1, 'news']",1,[75],,,,,,,,,,,,,,
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[21529, 'csnsu.nsuok.edu']",21529,[253],,,,,,,,,,,,,,
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:08:19 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:08:20 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[1, 'csnsu.nsuok.edu']",1,[253],,,,,,,,,,,,,,
Jun 29 10:08:20 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:08:20 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=csnsu.nsuok.edu  user=root,E107,"[0, 'csnsu.nsuok.edu']",0,[253],,,,,,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E117,"[2381, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",2381,[166],[5],[44],[146],[81],,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,[166],[5],[44],[146],[81],,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,[166],[5],[44],[146],[81],,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,[166],[5],[44],[146],[81],,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,[166],[5],[44],[146],[81],,,,,,,,,,
Jun 29 10:48:01 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:01 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '01 2005']",0,[166],[5],[44],[146],[81],,,,,,,,,,
Jun 29 10:48:05 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:05 2005,E117,"[4, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '05 2005']",4,[166],[5],[44],[146],[33],,,,,,,,,,
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,E117,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']",1,[166],[5],[44],[146],[136],,,,,,,,,,
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']",0,[166],[5],[44],[146],[136],,,,,,,,,,
Jun 29 10:48:06 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:06 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '06 2005']",0,[166],[5],[44],[146],[136],,,,,,,,,,
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,E117,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']",2,[166],[5],[44],[146],[72],,,,,,,,,,
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']",0,[166],[5],[44],[146],[72],,,,,,,,,,
Jun 29 10:48:08 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:08 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '08 2005']",0,[166],[5],[44],[146],[72],,,,,,,,,,
Jun 29 10:48:10 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:10 2005,E117,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '10 2005']",2,[166],[5],[44],[146],[3],,,,,,,,,,
Jun 29 10:48:12 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:12 2005,E117,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '12 2005']",2,[166],[5],[44],[146],[303],,,,,,,,,,
Jun 29 10:48:12 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:12 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '12 2005']",0,[166],[5],[44],[146],[303],,,,,,,,,,
Jun 29 10:48:13 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:13 2005,E117,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '13 2005']",1,[166],[5],[44],[146],[264],,,,,,,,,,
Jun 29 10:48:15 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:15 2005,E117,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '15 2005']",2,[166],[5],[44],[146],[284],,,,,,,,,,
Jun 29 10:48:17 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:17 2005,E117,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '17 2005']",2,[166],[5],[44],[146],[261],,,,,,,,,,
Jun 29 10:48:17 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:17 2005,E117,"[0, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '17 2005']",0,[166],[5],[44],[146],[261],,,,,,,,,,
Jun 29 10:48:18 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:18 2005,E117,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '18 2005']",1,[166],[5],[44],[146],[245],,,,,,,,,,
Jun 29 10:48:20 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:20 2005,E117,"[2, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '20 2005']",2,[166],[5],[44],[146],[153],,,,,,,,,,
Jun 29 10:48:21 connection from 208.62.55.75 (0) at Wed Jun 29 10:48:21 2005,E117,"[1, '208.62.55.75', '0', 'Wed Jun 29 10', '48', '21 2005']",1,[166],[5],[44],[146],[260],,,,,,,,,,
Jun 29 12:11:53 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[5012, 'h64-187-1-131.gtconnect.net']",5012,[12],,,,,,,,,,,,,,
Jun 29 12:11:55 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[2, 'h64-187-1-131.gtconnect.net']",2,[12],,,,,,,,,,,,,,
Jun 29 12:11:57 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[2, 'h64-187-1-131.gtconnect.net']",2,[12],,,,,,,,,,,,,,
Jun 29 12:11:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[2, 'h64-187-1-131.gtconnect.net']",2,[12],,,,,,,,,,,,,,
Jun 29 12:11:59 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[0, 'h64-187-1-131.gtconnect.net']",0,[12],,,,,,,,,,,,,,
Jun 29 12:12:01 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[2, 'h64-187-1-131.gtconnect.net']",2,[12],,,,,,,,,,,,,,
Jun 29 12:12:02 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[1, 'h64-187-1-131.gtconnect.net']",1,[12],,,,,,,,,,,,,,
Jun 29 12:12:03 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[1, 'h64-187-1-131.gtconnect.net']",1,[12],,,,,,,,,,,,,,
Jun 29 12:12:03 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[0, 'h64-187-1-131.gtconnect.net']",0,[12],,,,,,,,,,,,,,
Jun 29 12:12:05 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[2, 'h64-187-1-131.gtconnect.net']",2,[12],,,,,,,,,,,,,,
Jun 29 12:12:05 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[0, 'h64-187-1-131.gtconnect.net']",0,[12],,,,,,,,,,,,,,
Jun 29 12:12:06 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[1, 'h64-187-1-131.gtconnect.net']",1,[12],,,,,,,,,,,,,,
Jun 29 12:12:10 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=h64-187-1-131.gtconnect.net  user=root,E107,"[4, 'h64-187-1-131.gtconnect.net']",4,[12],,,,,,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E117,"[9145, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",9145,[34],[5],[111],[175],[237],,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E117,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,[34],[5],[111],[175],[237],,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E117,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,[34],[5],[111],[175],[237],,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E117,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,[34],[5],[111],[175],[237],,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E117,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,[34],[5],[111],[175],[237],,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E117,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,[34],[5],[111],[175],[237],,,,,,,,,,
Jun 29 14:44:35 connection from 210.223.97.117 (0) at Wed Jun 29 14:44:35 2005,E117,"[0, '210.223.97.117', '0', 'Wed Jun 29 14', '44', '35 2005']",0,[34],[5],[111],[175],[237],,,,,,,,,,
Jun 30 04:03:41 session opened for user cyrus by (uid=0),E101,"[47946, 'cyrus', '0']",47946,[106],[5],,,,,,,,,,,,,
Jun 30 04:03:42 session closed for user cyrus,E33,"[1, 'cyrus']",1,[106],,,,,,,,,,,,,,
Jun 30 04:03:43 ALERT exited abnormally with [1],E97,[1],1,,,,,,,,,,,,,,,
Jun 30 04:09:30 session opened for user news by (uid=0),E101,"[347, 'news', '0']",347,[75],[5],,,,,,,,,,,,,
Jun 30 04:09:31 session closed for user news,E33,"[1, 'news']",1,[75],,,,,,,,,,,,,,
Jun 30 12:48:38 check pass; user unknown,E116,[31147],31147,,,,,,,,,,,,,,,
Jun 30 12:48:38 authentication failure; logname= uid=0 euid=0 tty=NODEVssh ruser= rhost=biblioteka.wsi.edu.pl,E17,"[0, 'biblioteka.wsi.edu.pl']",0,[96],,,,,,,,,,,,,,
Jun 30 12:48:41 check pass; user unknown,E116,[3],3,,,,,,,,,,,,,,,
