log message,log key,parameter value vector
Sep 19 15:00:37 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1296]
Sep 19 15:02:45 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[128, ' ']"
Sep 19 15:02:59 message repeated 2 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],message repeated  times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern],"[14, '2', ' ']"
Sep 19 15:03:05 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[6]
Sep 19 15:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[356]
Sep 19 15:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 15:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 19 15:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 15:20:44 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[223, ' ']"
Sep 19 15:21:20 message repeated 4 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],message repeated  times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern],"[36, '4', ' ']"
Sep 19 15:21:57 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[37]
Sep 19 15:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1024]
Sep 19 15:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 16:06:00 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1619]
Sep 19 16:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[181]
Sep 19 16:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 16:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 19 16:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 16:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 19 16:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 16:50:06 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[665]
Sep 19 17:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1135]
Sep 19 17:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 17:15:12 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/bin/cp -r . ../repos/jsoc-machine-learning/,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/bin/cp -r . ../repos/jsoc-machine-learning/,[371]
Sep 19 17:15:12 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 19 17:15:59 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[47]
Sep 19 17:16:39 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git add --all,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git add --all,"[40, 'TTY=pts/0']"
Sep 19 17:16:39 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 19 17:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[22]
Sep 19 17:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 19 17:17:18 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[17]
Sep 19 17:17:42 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git commit -m all files are added from ML,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git commit -m all files are added from ML,[24]
Sep 19 17:17:42 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 19 17:17:44 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[2]
Sep 19 17:18:15 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git push,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git ,"[31, 'TTY=pts/0', 'push']"
Sep 19 17:18:15 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 19 17:18:15 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 19 17:23:32 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git init,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git ,"[317, 'TTY=pts/0', 'init']"
Sep 19 17:23:32 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 19 17:23:32 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 19 17:23:34 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git push,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git ,"[2, 'TTY=pts/0', 'push']"
Sep 19 17:23:34 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 19 17:23:34 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 19 17:24:07 intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git push --set-upstream origin master,intern : TTY=pts/0 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git push --set-upstream origin master,[33]
Sep 19 17:24:07 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 19 17:24:07 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 19 17:25:28 System is powering down.,System is powering down.,[81]
Sep 20 09:32:18 New seat seat0.,New seat seat0.,[58010]
Sep 20 09:32:18 Watching system buttons on /dev/input/event3 (Power Button),Watching system buttons on   ,"[0, '/dev/input/event3', '(Power', 'Button)']"
Sep 20 09:32:18 Watching system buttons on /dev/input/event0 (Power Button),Watching system buttons on   ,"[0, '/dev/input/event0', '(Power', 'Button)']"
Sep 20 09:32:18 Watching system buttons on /dev/input/event2 (Lid Switch),Watching system buttons on   ,"[0, '/dev/input/event2', '(Lid', 'Switch)']"
Sep 20 09:32:18 Watching system buttons on /dev/input/event1 (Sleep Button),Watching system buttons on   ,"[0, '/dev/input/event1', '(Sleep', 'Button)']"
Sep 20 09:32:18 Watching system buttons on /dev/input/event7 (Logitech USB Receiver),Watching system buttons on /dev/input/event7 (Logitech USB Receiver),[0]
Sep 20 09:32:18 Watching system buttons on /dev/input/event9 (Logitech USB Receiver Consumer Control),Watching system buttons on      ,"[0, '/dev/input/event9', '(Logitech', 'USB', 'Receiver', 'Consumer', 'Control)']"
Sep 20 09:32:18 Watching system buttons on /dev/input/event10 (Logitech USB Receiver System Control),Watching system buttons on      ,"[0, '/dev/input/event10', '(Logitech', 'USB', 'Receiver', 'System', 'Control)']"
Sep 20 09:32:18 Watching system buttons on /dev/input/event4 (AT Translated Set 2 keyboard),Watching system buttons on      ,"[0, '/dev/input/event4', '(AT', 'Translated', 'Set', '2', 'keyboard)']"
Sep 20 09:32:19 pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),pam_unix(gdm-launch-environment:session): session opened for user gdm by (uid=0),[1]
Sep 20 09:32:19 New session c1 of user gdm.,New session  of user ,"[0, 'c1', 'gdm.']"
Sep 20 09:32:19 pam_unix(systemd-user:session): session opened for user gdm by (uid=0),pam_unix(systemd-user:session): session opened for user  by (uid=0),"[0, 'gdm']"
"Sep 20 09:32:21 Registered Authentication Agent for unix-session:c1 (system bus name :1.25 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","[2, 'unix-session:c1', ':1.25']"
Sep 20 09:32:32 pam_unix(gdm-password:session): session opened for user intern by (uid=0),pam_unix(gdm-password:session): session opened for user intern by (uid=0),[11]
Sep 20 09:32:32 New session 2 of user intern.,New session  of user ,"[0, '2', 'intern.']"
Sep 20 09:32:32 pam_unix(systemd-user:session): session opened for user intern by (uid=0),pam_unix(systemd-user:session): session opened for user  by (uid=0),"[0, 'intern']"
"Sep 20 09:32:39 Registered Authentication Agent for unix-session:2 (system bus name :1.80 [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","Registered Authentication Agent for  (system bus name  [/usr/bin/gnome-shell], object path /org/freedesktop/PolicyKit1/AuthenticationAgent, locale en_GB.UTF-8)","[7, 'unix-session:2', ':1.80']"
Sep 20 09:32:45 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[6]
Sep 20 09:33:42 pam_unix(polkit-1:session): session opened for user root by (uid=1000),pam_unix(polkit-1:session): session opened for user root by (uid=1000),[57]
Sep 20 09:33:42 intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],intern: Executing command [USER=root] [TTY=unknown] [CWD=/home/intern] [COMMAND=/usr/lib/update-notifier/package-system-locked],[0]
Sep 20 09:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[319]
Sep 20 09:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 09:44:03 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[302, ' ']"
Sep 20 09:44:30 message repeated 4 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],message repeated  times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern],"[27, '4', ' ']"
Sep 20 09:44:37 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[7]
Sep 20 10:06:18 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1301]
Sep 20 10:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[163]
Sep 20 10:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 10:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 20 10:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 10:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1320]
Sep 20 10:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 10:44:04 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[303, ' ']"
Sep 20 10:44:16 message repeated 2 times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern],message repeated  times: [ pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern],"[12, '2', ' ']"
Sep 20 10:44:23 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[7]
Sep 20 11:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1478]
Sep 20 11:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 11:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 20 11:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 11:35:01 intern : TTY=pts/2 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/bin/cp -r data derby.log For test future research Log format Process metastore_db package.xml __pycache__ README.md Research Articles spark System log Detection venv Web Security Detection Webshell Detection XSS Detection ../repos/jsoc-machine-learning/,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/ML ; USER=root ; COMMAND=/bin/cp -r data derby.log For test future research Log format Process metastore_db package.xml __pycache__ README.md Research Articles spark System log Detection venv Web Security Detection Webshell Detection XSS Detection ../repos/jsoc-machine-learning/,[1080]
Sep 20 11:35:01 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 11:36:39 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[98]
Sep 20 11:37:03 intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git add --all,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git add --all,"[24, 'TTY=pts/2']"
Sep 20 11:37:03 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 11:37:38 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[35]
Sep 20 11:38:05 intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git commit -m all the files are added from ML,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git commit -m all the files are added from ML,[27]
Sep 20 11:38:05 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 11:38:05 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 11:38:23 intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git push,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git ,"[18, 'TTY=pts/2', 'push']"
Sep 20 11:38:23 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 11:38:23 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 11:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[38]
Sep 20 11:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 11:56:28 intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git pull,intern :  ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git ,"[1047, 'TTY=pts/2', 'pull']"
Sep 20 11:56:28 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 11:56:28 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 11:56:57 intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git pull https://bitbucket.org/Newt08/jsoc-machine-learning/src/master/ master,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git pull https://bitbucket.org/Newt08/jsoc-machine-learning/src/master/ master,[29]
Sep 20 11:56:57 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 11:57:08 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[11]
Sep 20 11:57:10 intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git pull https://bitbucket.org/Newt08/jsoc-machine-learning/src/master/ master,intern : TTY=pts/2 ; PWD=/home/intern/Desktop/repos/jsoc-machine-learning ; USER=root ; COMMAND=/usr/bin/git pull https://bitbucket.org/Newt08/jsoc-machine-learning/src/master/ master,[2]
Sep 20 11:57:10 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 11:57:20 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[10]
Sep 20 12:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[701]
Sep 20 12:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 12:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 20 12:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 12:28:00 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[659, ' ']"
Sep 20 12:28:07 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[7]
Sep 20 12:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[654]
Sep 20 12:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
"Sep 20 12:42:05 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered","asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",[184]
"Sep 20 12:42:05 asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered","asked to register item /org/freedesktop/secrets/collection/login/1, but it's already registered",[0]
Sep 20 12:42:30 [system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[system] Failed to activate service 'org.bluez': timed out (service_start_timeout=25000ms),[25]
Sep 20 12:51:33 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[543, ' ']"
Sep 20 12:51:41 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[8]
Sep 20 13:06:11 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[870, ' ']"
Sep 20 13:06:17 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[6, ' ']"
Sep 20 13:06:23 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[6]
Sep 20 13:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[158]
Sep 20 13:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 13:16:22 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name .php,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[441, '.php']"
Sep 20 13:16:22 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 13:16:22 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 13:16:25 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name .php,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[3, '.php']"
Sep 20 13:16:25 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 13:16:25 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 13:16:38 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name .csv,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[13, '.csv']"
Sep 20 13:16:38 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 13:16:38 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 13:16:48 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name *.csv,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[10, '*.csv']"
Sep 20 13:16:48 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 13:16:48 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 13:16:59 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name *.php,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[11, '*.php']"
Sep 20 13:16:59 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 13:16:59 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 13:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[2]
Sep 20 13:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 13:18:24 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name *.php --help,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name *.php --help,"[83, '*']"
Sep 20 13:18:24 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 13:18:24 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 13:18:30 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name *.php,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[6, '*.php']"
Sep 20 13:18:30 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 13:18:30 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 13:39:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[1231]
Sep 20 13:39:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 14:00:30 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[1289]
Sep 20 14:09:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[511]
Sep 20 14:09:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 14:17:01 pam_unix(cron:session): session opened for user root by (uid=0),pam_unix(cron:session): session opened for user root by (uid=0),[480]
Sep 20 14:17:01 pam_unix(cron:session): session closed for user root,pam_unix(cron:session): session closed for user root,[0]
Sep 20 14:33:28 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[987, ' ']"
Sep 20 14:33:35 pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost=  user=intern,pam_unix(gdm-password:auth): authentication failure; logname= uid=0 euid=0 tty=/dev/tty2 ruser= rhost= user=intern,"[7, ' ']"
Sep 20 14:33:41 gkr-pam: unlocked login keyring,gkr-pam: unlocked login keyring,[6]
Sep 20 14:36:43 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name *.php,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[182, '*.php']"
Sep 20 14:36:43 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 14:36:43 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
Sep 20 14:36:56 intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name *.php,intern : TTY=pts/2 ; PWD=/home/intern ; USER=root ; COMMAND=/usr/bin/find Desktop/ -name ,"[13, '*.php']"
Sep 20 14:36:56 pam_unix(sudo:session): session opened for user root by (uid=0),pam_unix(sudo:session): session opened for user root by (uid=0),[0]
Sep 20 14:36:56 pam_unix(sudo:session): session closed for user root,pam_unix(sudo:session): session closed for user root,[0]
